Timestep,Value_at_Risk
2,0.01
3,0.01
100,0.26
200,0.52
2000,5.69
10000,26.995999999999995
20000,53.529999999999994
40000,95.40700000000001
60000,128.8125
80000,170.3005
100000,211.32750000000001
