Timestep,Value_at_Risk
2,0.01
3,0.01
100,0.2904999999999999
200,0.6305
2000,6.180499999999999
10000,30.303
20000,65.8095
40000,116.03499999999998
60000,168.797
80000,227.9265
100000,255.677
