Timestep,Value_at_Risk
2,0.015
3,0.015
100,0.595
200,1.1925
2000,12.30705
10000,61.858025
20000,120.0387
40000,231.81510000000003
60000,348.15655000000004
80000,459.966375
100000,555.3237750000001
