Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.65,1.0,0.08999999999999991,0.35,1.65
3,2.44,1.78,0.16019999999999981,0.56,2.44
100,85.48,38.03,3.4227000000000016,14.52,85.48
200,171.48,70.76,6.368399999999998,28.52,171.48
2000,1741.05,426.38,38.3742,258.95,1741.05
10000,8807.4,997.3,89.75700000000002,1192.6,8807.4
20000,17684.13,1308.82,117.79380000000003,2315.87,17684.13
40000,35448.67,1643.12,147.88080000000002,4551.33,35448.67
60000,53234.12,1844.4,165.996,6765.88,53234.12
80000,71026.88,1980.49,178.24409999999997,8973.12,71026.88
100000,88819.92,2087.4,187.86600000000007,11180.08,88819.92
200000,177806.92,2396.08,215.64720000000005,22193.08,177806.92
400000,355772.93,2696.7,242.703,44227.07,355772.93
600000,533755.48,2859.25,257.3325000000002,66244.52,533755.48
800000,711766.25,2962.36,266.61240000000004,88233.75,711766.25
1000000,889760.84,3050.01,274.5009,110239.16,889760.84
