Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.69,1.0,0.04000000000000003,0.31,1.69
3,2.55,1.08,0.04320000000000003,0.45,2.55
100,87.51,45.15,1.806,12.49,87.51
200,175.01,87.19,3.4876,24.99,175.01
2000,1753.28,691.08,27.6432,246.72,1753.28
10000,8807.48,2306.74,92.26959999999997,1192.52,8807.48
20000,17660.5,3417.7,136.708,2339.5,17660.5
40000,35407.56,4926.79,197.07160000000005,4592.44,35407.56
60000,53177.66,5820.86,232.8343999999999,6822.34,53177.66
80000,70947.32,6628.55,265.142,9052.68,70947.32
100000,88716.35,7211.98,288.47920000000016,11283.65,88716.35
200000,177653.8,9010.52,360.42079999999993,22346.2,177653.8
400000,355596.21,10889.08,435.56320000000005,44403.79,355596.21
600000,533540.47,11947.64,477.9055999999999,66459.53,533540.47
800000,711522.89,12678.29,507.1315999999998,88477.11,711522.89
1000000,889492.69,13224.49,528.9796000000001,110507.31,889492.69
