Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.81,1.0,0.010000000000000007,0.19,1.81
3,2.7,2.0,0.010000000000000007,0.3,2.7
100,89.24,66.42,0.33480000000000004,10.76,89.24
200,178.57,132.77,0.6663,21.43,178.57
2000,1784.61,1308.06,6.538200000000001,215.39,1784.61
10000,8915.77,6357.89,31.7869,1084.23,8915.77
20000,17841.17,12443.02,62.217600000000004,2158.83,17841.17
40000,35681.69,24209.61,121.04539999999999,4318.31,35681.69
60000,53516.05,35863.69,179.31579999999994,6483.95,53516.05
80000,71352.08,46859.98,234.29730000000006,8647.92,71352.08
100000,89201.52,57723.32,288.6138,10798.48,89201.52
200000,178442.46,108483.34,542.4144,21557.54,178442.46
400000,357000.91,196557.89,982.7876,42999.09,357000.91
600000,535622.77,271024.3,1355.1236999999999,64377.23,535622.77
800000,714298.62,337633.41,1688.1699999999985,85701.38,714298.62
1000000,892991.07,398191.34,1990.9589999999998,107008.93,892991.07
