Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.67,1.0,0.049999999999999906,0.33,1.67
3,2.47,2.0,0.14000000000000018,0.53,2.47
100,85.38,60.79,4.1402,14.62,85.38
200,171.76,115.45,7.709400000000001,28.24,171.76
2000,1747.98,721.6,43.6905,252.02,1747.98
10000,8865.11,1520.25,87.67239999999997,1134.89,8865.11
20000,17802.64,1804.52,102.16939999999998,2197.36,17802.64
40000,35691.65,2008.58,112.58299999999997,4308.35,35691.65
60000,53573.27,2165.85,120.68009999999997,6426.73,53573.27
80000,71468.94,2275.9,126.21060000000007,8531.06,71468.94
100000,89371.44,2353.63,129.97109999999998,10628.56,89371.44
200000,178851.56,2517.58,138.79980000000006,21148.44,178851.56
400000,357823.0,2653.48,145.48870000000005,42177.0,357823.0
600000,536824.85,2695.43,147.6983,63175.15,536824.85
800000,715856.49,2723.84,149.0511,84143.51,715856.49
1000000,894859.23,2771.78,151.40049999999997,105140.77,894859.23
