Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.87,1.0,0.010000000000000007,0.13,1.87
3,2.72,1.06,0.010000000000000007,0.28,2.72
100,89.93,48.3,0.24360000000000007,10.07,89.93
200,179.38,97.37,0.4886000000000001,20.62,179.38
2000,1797.18,914.86,4.571899999999998,202.82,1797.18
10000,8981.34,4208.61,21.0432,1018.66,8981.34
20000,17966.84,7873.76,39.37,2033.16,17966.84
40000,35935.98,14392.15,71.96119999999998,4064.02,35935.98
60000,53913.45,19555.09,97.77380000000002,6086.55,53913.45
80000,71888.08,24164.25,120.81919999999998,8111.92,71888.08
100000,89867.8,28350.6,141.75050000000005,10132.2,89867.8
200000,179778.74,44870.74,224.35139999999993,20221.26,179778.74
400000,359675.53,64311.82,321.55680000000007,40324.47,359675.53
600000,539621.57,75979.81,379.8968000000001,60378.43,539621.57
800000,719606.76,83453.25,417.26389999999986,80393.24,719606.76
1000000,899560.93,89711.97,448.5572999999999,100439.07,899560.93
