Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.8,1.91,0.0097,0.2,1.8
3,2.7,2.83,0.0186,0.3,2.7
100,89.31,65.35,0.3293000000000001,10.69,89.31
200,178.55,127.1,0.6379999999999999,21.45,178.55
2000,1794.4,1119.61,5.5988,205.6,1794.4
10000,8977.98,4501.59,22.50820000000001,1022.02,8977.98
20000,17961.91,7676.17,38.37989999999999,2038.09,17961.91
40000,35936.93,12159.96,60.80049999999997,4063.07,35936.93
60000,53916.06,15220.71,76.10419999999998,6083.94,53916.06
80000,71903.18,17679.99,88.39939999999999,8096.82,71903.18
200000,179866.62,27894.94,139.47490000000005,20133.38,179866.62
400000,359811.66,38265.44,191.3245,40188.34,359811.66
600000,539772.98,48284.44,241.41980000000004,60227.02,539772.98
800000,719703.47,58281.99,291.4072,80296.53,719703.47
1000000,899664.48,68288.61,341.4405999999999,100335.52,899664.48
