Timestep,Value_at_Risk
2,0.1
3,0.1
100,4.1
200,5.5
2000,15.650000000000004
10000,26.240000000000002
20000,30.830000000000002
40000,33.49000000000001
60000,36.11000000000002
80000,38.09000000000001
100000,39.220000000000006
200000,41.48000000000001
400000,42.70000000000001
600000,44.92
800000,45.02
1000000,46.6
