Timestep,Value_at_Risk
2,0.0
3,0.04
100,1.6424000000000012
200,3.484000000000002
2000,25.332800000000006
10000,86.94000000000001
20000,144.38280000000003
40000,201.45840000000007
60000,265.4416
80000,297.6992000000001
100000,320.6064
200000,443.10480000000007
400000,544.1728
600000,586.1036000000001
800000,643.2172
1000000,660.9180000000001
