Timestep,Value_at_Risk
2,0.1
3,0.1
100,9.8
200,19.8
2000,199.8
10000,999.8
20000,1999.8
40000,3999.8
60000,5999.8
80000,7999.8
100000,9999.8
200000,19999.8
400000,39999.8
600000,59999.8
800000,79999.8
1000000,99999.8
