Timestep,Value_at_Risk
2,0.09
3,0.19
100,4.75
200,9.02
2000,45.699999999999996
10000,74.428
20000,84.52600000000001
40000,96.767
60000,103.84
80000,107.29300000000002
100000,111.36800000000001
200000,118.39800000000001
400000,126.098
600000,131.774
800000,135.91200000000003
1000000,138.05400000000003
