Timestep,Value_at_Risk
2,0.1
3,0.2
100,5.0
200,9.9
2000,56.309999999999995
10000,88.5
20000,98.595
40000,109.25
60000,110.49499999999999
80000,111.74499999999999
100000,113.16999999999999
200000,115.8
400000,119.125
600000,120.92
800000,122.53999999999999
1000000,123.015
