Timestep,Value_at_Risk
2,0.05
3,0.1
100,2.75
200,5.05
2000,36.965
10000,114.485
20000,167.98000000000002
40000,228.39000000000004
60000,266.72
80000,304.61
100000,315.40500000000003
200000,381.515
400000,459.815
600000,487.3550000000001
800000,514.61
1000000,525.16
