Timestep,Value_at_Risk
2,0.04
3,0.08
100,2.0
200,4.0
2000,40.0
10000,200.0
20000,400.0
40000,800.0
60000,1200.0
80000,1600.0
100000,2000.0
200000,4000.0
400000,4000.0
600000,4000.0
800000,4000.0
1000000,4000.0
