Timestep,Value_at_Risk
2,0.04
3,0.13
100,4.663
200,9.272
2000,56.66799999999999
10000,126.988
20000,153.96599999999998
40000,172.1975
60000,183.766
80000,189.5045
100000,198.12699999999998
200000,215.0635
400000,223.62549999999996
600000,227.65299999999996
800000,231.45949999999996
1000000,231.6675
