Timestep,Value_at_Risk
2,0.09
3,0.18
100,7.385400000000002
200,11.373300000000016
2000,28.44900000000005
10000,39.20040000000007
20000,43.594200000000065
40000,47.90250000000006
60000,52.99380000000004
80000,55.84860000000002
100000,56.027700000000024
200000,61.400700000000015
400000,68.88510000000001
600000,71.9163
800000,72.6318
1000000,73.02600000000001
