Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.8,1.0,0.010000000000000007,0.2,1.8
3,2.63,2.0,0.0599999999999999,0.37,2.63
100,87.61,66.14,1.7662999999999998,12.39,87.61
200,175.33,131.14,3.4396000000000004,24.67,175.33
2000,1769.9,1237.59,28.798700000000004,230.1,1769.9
10000,8895.7,5591.01,102.93779999999997,1104.3,8895.7
20000,17830.44,10476.03,166.5546,2169.56,17830.44
40000,35733.77,19443.02,263.5083000000001,4266.23,35733.77
60000,53658.79,27573.55,338.74910000000006,6341.21,53658.79
80000,71586.81,35400.82,403.9825,8413.19,71586.81
