Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.74,1.0,0.09999999999999981,0.26,1.74
3,2.55,1.85,0.18499999999999972,0.45,2.55
100,85.28,45.01,4.501,14.72,85.28
200,171.46,85.66,8.566,28.54,171.46
2000,1747.82,514.43,51.44299999999999,252.18,1747.82
10000,8883.16,1194.54,119.45399999999997,1116.84,8883.16
20000,17851.15,1524.44,152.444,2148.85,17851.15
40000,35815.63,1867.62,186.762,4184.37,35815.63
60000,53791.08,2062.98,206.29799999999994,6208.92,53791.08
80000,71775.33,2197.29,219.72899999999998,8224.67,71775.33
