Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.73,1.0,0.049999999999999906,0.27,1.73
3,2.59,1.87,0.09349999999999983,0.41,2.59
100,88.04,47.74,2.387000000000001,11.96,88.04
200,175.87,91.87,4.593500000000001,24.13,175.87
2000,1764.09,715.85,35.7925,235.91,1764.09
10000,8889.08,2238.3,111.91500000000002,1110.92,8889.08
20000,17837.14,3266.45,163.32250000000002,2162.86,17837.14
40000,35774.46,4489.92,224.496,4225.54,35774.46
60000,53736.17,5245.92,262.2959999999998,6263.83,53736.17
80000,71705.47,5793.89,289.69449999999995,8294.53,71705.47
