Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.67,1.0,0.09999999999999981,0.33,1.67
3,2.6,1.08,0.10799999999999982,0.4,2.6
100,87.01,35.57,3.5569999999999986,12.99,87.01
200,174.61,62.77,6.277,25.39,174.61
2000,1780.99,208.35,20.835000000000004,219.01,1780.99
10000,8972.62,294.66,29.46599999999999,1027.38,8972.62
20000,17971.88,323.12,32.312000000000005,2028.12,17971.88
40000,35971.33,347.54,34.75400000000001,4028.67,35971.33
60000,53960.55,361.27,36.12700000000001,6039.45,53960.55
80000,71960.01,372.41,37.241000000000014,8039.99,71960.01
100000,89960.73,378.82,37.88199999999999,10039.27,89960.73
