Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.68,1.0,0.10000000000000007,0.32,1.68
3,2.525,1.445,0.14449999999999968,0.475,2.525
100,85.005,45.665,4.566500000000002,14.995,85.005
200,171.33,84.23,8.423000000000004,28.67,171.33
2000,1761.58,375.05,37.504999999999974,238.42,1761.58
10000,8939.8,604.89,60.489000000000004,1060.2,8939.8
20000,17929.405,687.225,68.7225,2070.595,17929.405
40000,35923.08,764.325,76.4325,4076.92,35923.08
60000,53917.025,807.37,80.73700000000004,6082.975,53917.025
80000,71914.75,841.095,84.10949999999997,8085.25,71914.75
100000,89916.89,863.07,86.30699999999999,10083.11,89916.89
