Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.86,0.07,0.006999999999999999,0.14,1.86
3,2.82,0.11,0.011000000000000001,0.18,2.82
100,88.64,15.03,1.5029999999999992,11.36,88.64
200,178.39,23.65,2.365,21.61,178.39
2000,1791.95,91.3,9.13,208.05,1791.95
10000,8970.89,293.06,29.306000000000008,1029.11,8970.89
20000,17946.7,543.17,54.317,2053.3,17946.7
40000,35891.34,1039.95,103.99500000000006,4108.66,35891.34
60000,53840.2,1543.09,154.30899999999997,6159.8,53840.2
80000,71790.89,2042.21,204.2210000000001,8209.11,71790.89
100000,89740.75,2544.43,254.44299999999993,10259.25,89740.75
