Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.6933333333333334,1.0,0.07000000000000056,0.30666666666666664,1.6933333333333334
3,2.59,1.33,0.09933333333333366,0.41,2.59
100,87.50666666666666,42.97666666666667,2.7050333333333305,12.493333333333334,87.50666666666666
200,175.02666666666667,81.69666666666667,5.004233333333332,24.973333333333333,175.02666666666667
2000,1770.91,587.9233333333333,28.586666666666666,229.09,1770.91
10000,8931.84,2116.556666666667,66.80000000000005,1068.16,8931.84
20000,17908.506666666668,3693.69,90.7731666666666,2091.4933333333333,17908.506666666668
40000,35874.95333333333,6484.736666666667,121.53899999999997,4125.046666666667,35874.95333333333
60000,53851.74333333333,9091.046666666667,144.4322666666666,6148.256666666667,53851.74333333333
80000,71833.78666666667,11584.63,163.43760000000017,8166.213333333333,71833.78666666667
100000,89815.38333333333,13890.313333333334,180.14949999999996,10184.616666666667,89815.38333333333
