Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,2.54,1.0,0.09999999999999981,0.46,2.54
3,5.05,2.0,0.19999999999999962,0.95,5.05
100,4288.94,2500.0,250.0,761.06,4288.94
200,17077.43,10000.0,1000.0,3022.57,17077.43
2000,1700616.16,1000000.0,100000.0,300383.84,1700616.16
10000,44088576.59,9000000.0,900000.0,5916423.41,44088576.59
20000,178093249.99,19000000.0,1900000.0,21916750.01,178093249.99
40000,716220021.12,39000000.0,3900000.0,83799978.88,716220021.12
60000,1614453561.57,59000000.0,5900000.0,185576438.43,1614453561.57
80000,2872675766.98,79000000.0,7900000.0,327364233.02,2872675766.98
100000,4491026796.59,99000000.0,9900000.0,509023203.41,4491026796.59
