Timestep,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1.0,1.4387273983942608,,0.125,0.75,1.25
3,1.0,2.140215849150378,,0.2,1.0,2.0
100,1.0,84.528773484539,,3.75,25.0,75.0
200,1.0,171.59627553604935,,6.875,45.75,154.25
2000,1.0,1746.3340039171117,,47.825,437.0,1563.0
10000,1.0,8898.882734273991,,83.4,2071.25,7928.75
20000,1.0,17877.525895824543,,106.375,4083.25,15916.75
40000,1.0,35837.50171580198,,134.925,8126.0,31874.0
60000,1.0,53834.99592025426,,156.5,12129.75,47870.25
80000,1.0,71838.466837148,,173.32500000000002,16126.75,63873.25
100000,1.0,89793.7714553878,,195.60000000000002,20171.5,79828.5
2,2.0,1.264940523922408,,0.125,1.0,1.0
3,2.0,2.20645469408958,,0.2,1.25,1.75
100,2.0,85.98177176258734,,4.2,22.75,77.25
200,2.0,171.7943178776959,,7.475,44.75,155.25
2000,2.0,1745.4176851789416,,55.05,440.5,1559.5
10000,2.0,8906.058008769833,,91.69999999999999,2069.5,7930.5
20000,2.0,17879.618354616403,,114.07499999999999,4093.25,15906.75
40000,2.0,35837.27509450567,,143.675,8093.0,31907.0
60000,2.0,53798.738270733826,,162.45000000000002,12157.75,47842.25
80000,2.0,71724.28326383138,,181.875,16225.75,63774.25
100000,2.0,89696.46995481798,,197.825,20268.25,79731.75
2,3.0,1.7927073021041031,,0.125,0.5,1.5
3,3.0,2.649705233925549,,0.22499999999999998,0.75,2.25
100,3.0,85.13621724583402,,4.625,23.5,76.5
200,3.0,171.58970667410574,,7.95,45.75,154.25
2000,3.0,1741.6232611641858,,54.2,441.75,1558.25
10000,3.0,8900.395890067579,,88.94999999999999,2064.75,7935.25
20000,3.0,17874.51556401153,,107.425,4070.25,15929.75
40000,3.0,35850.642188197264,,134.95,8094.75,31905.25
60000,3.0,53821.37047375364,,156.675,12109.0,47891.0
80000,3.0,71789.06090140357,,170.55,16148.5,63851.5
100000,3.0,89781.3189771734,,187.825,20158.25,79841.75
2,4.0,1.7445689894278738,,0.125,0.5,1.5
3,4.0,2.796604076024855,,0.2,0.5,2.5
100,4.0,82.65305976907312,,4.425,25.5,74.5
200,4.0,170.82251749183735,,8.075,46.5,153.5
2000,4.0,1746.2587347419949,,53.175,437.75,1562.25
10000,4.0,8898.24628207781,,94.05000000000001,2070.25,7929.75
20000,4.0,17862.91097120764,,113.89999999999999,4093.25,15906.75
40000,4.0,35813.53407841257,,149.375,8125.0,31875.0
60000,4.0,53777.71434536082,,171.4,12144.5,47855.5
80000,4.0,71767.93612502002,,194.325,16135.5,63864.5
100000,4.0,89750.80666348265,,211.35,20134.0,79866.0
2,5.0,1.4141017519767194,,0.125,0.75,1.25
3,5.0,2.036645761503694,,0.22499999999999998,1.25,1.75
100,5.0,85.29760637524564,,3.95,24.0,76.0
200,5.0,171.7904343195811,,7.874999999999999,45.75,154.25
2000,5.0,1744.5703379296178,,47.375,442.0,1558.0
10000,5.0,8912.147165075176,,83.275,2054.5,7945.5
20000,5.0,17915.12270712539,,100.82499999999999,4045.5,15954.5
40000,5.0,35879.57732259175,,129.375,8073.0,31927.0
60000,5.0,53837.22314935445,,150.1,12127.0,47873.0
80000,5.0,71822.11480852643,,164.89999999999998,16143.0,63857.0
100000,5.0,89804.84705344733,,177.8,20147.25,79852.75
2,6.0,2.0048773775469626,,0.125,0.0,2.0
3,6.0,2.613365555226783,,0.22499999999999998,0.5,2.5
100,6.0,85.87183850022072,,5.5,22.0,78.0
200,6.0,169.8331216702959,,11.775,46.25,153.75
2000,6.0,1704.858480297683,,97.325,478.0,1522.0
10000,6.0,8845.244458475394,,146.2,2126.75,7873.25
20000,6.0,17840.135003274987,,165.225,4114.75,15885.25
40000,6.0,35843.76704151561,,188.2,8088.25,31911.75
60000,6.0,53831.34964513414,,213.09999999999997,12082.75,47917.25
80000,6.0,71823.29053880501,,231.72500000000002,16089.5,63910.5
100000,6.0,89809.83631015578,,246.77499999999998,20102.25,79897.75
2,7.0,1.0747646383909415,,0.125,1.25,0.75
3,7.0,1.6504420687587849,,0.22499999999999998,1.75,1.25
100,7.0,82.43598422681738,,5.8,27.5,72.5
200,7.0,168.59213472930512,,11.325,51.75,148.25
2000,7.0,1720.6232894125305,,71.275,471.0,1529.0
10000,7.0,8900.982587187902,,103.7,2072.0,7928.0
20000,7.0,17867.405260914813,,123.0,4100.25,15899.75
40000,7.0,35894.63455074991,,148.25,8068.75,31931.25
60000,7.0,53881.969926661695,,167.625,12082.0,47918.0
80000,7.0,71879.38598864857,,184.32500000000002,16096.0,63904.0
100000,7.0,89873.54444628248,,201.825,20082.75,79917.25
2,8.0,1.8494545622962024,,0.125,0.25,1.75
3,8.0,2.9139316774706705,,0.22499999999999998,0.25,2.75
100,8.0,86.41287861742123,,5.025,21.5,78.5
200,8.0,172.5500071942156,,8.875,43.75,156.25
2000,8.0,1748.7457841491473,,56.375,432.5,1567.5
10000,8.0,8942.109247903685,,86.75,2007.5,7992.5
20000,8.0,17919.101682131564,,113.675,3999.0,16001.0
40000,8.0,35898.282616378536,,142.025,7986.0,32014.0
60000,8.0,53910.74606394268,,165.9,11971.5,48028.5
80000,8.0,71895.38804962531,,185.4,15985.5,64014.5
100000,8.0,89885.4115524395,,200.075,19988.5,80011.5
2,9.0,1.5813990625759424,,0.125,0.5,1.5
3,9.0,2.52175630421107,,0.22499999999999998,0.75,2.25
100,9.0,83.32410276817356,,5.9,26.0,74.0
200,9.0,166.61836188620663,,11.075,51.25,148.75
2000,9.0,1742.4048244926494,,56.675,449.5,1550.5
10000,9.0,8900.160318637092,,91.75,2070.0,7930.0
20000,9.0,17865.970971523806,,116.00000000000001,4096.0,15904.0
40000,9.0,35830.195045675944,,143.35,8115.5,31884.5
60000,9.0,53815.87701592394,,163.9,12124.75,47875.25
80000,9.0,71781.41181155047,,179.075,16143.0,63857.0
100000,9.0,89719.18605293719,,197.14999999999998,20190.75,79809.25
2,10.0,1.2887481753833538,,0.125,0.75,1.25
3,10.0,1.8010958270215462,,0.2,1.25,1.75
100,10.0,85.84529510949082,,4.075,23.75,76.25
200,10.0,173.61015499780703,,7.675,44.5,155.5
2000,10.0,1751.3679539416141,,51.725,431.25,1568.75
10000,10.0,8943.652074018306,,93.625,2002.25,7997.75
20000,10.0,17934.79434473282,,110.675,4010.5,15989.5
40000,10.0,35884.686299961206,,138.95000000000002,8046.0,31954.0
60000,10.0,53923.3238835374,,159.6,11998.5,48001.5
80000,10.0,71916.44755806547,,175.95,16016.25,63983.75
100000,10.0,89912.93808676262,,191.925,20031.25,79968.75
2,11.0,1.5277117049775488,,0.125,0.75,1.25
3,11.0,2.607098393393169,,0.22499999999999998,0.75,2.25
100,11.0,85.7968386819245,,3.85,21.75,78.25
200,11.0,175.4789529915225,,7.1499999999999995,40.75,159.25
2000,11.0,1743.4501016413335,,50.6,443.25,1556.75
10000,11.0,8900.932204884088,,83.175,2064.25,7935.75
20000,11.0,17843.011277661975,,111.15,4111.0,15889.0
40000,11.0,35821.94372833873,,132.2,8129.0,31871.0
60000,11.0,53791.47732272383,,154.05,12130.0,47870.0
80000,11.0,71791.07604953434,,170.8,16123.75,63876.25
100000,11.0,89754.71606584126,,187.85,20163.0,79837.0
2,12.0,1.4442176430396483,,0.125,0.75,1.25
3,12.0,2.2340494682365524,,0.22499999999999998,1.0,2.0
100,12.0,84.79644284769206,,4.0,23.25,76.75
200,12.0,172.14215124044938,,7.8,44.75,155.25
2000,12.0,1739.706989501747,,51.25,446.25,1553.75
10000,12.0,8886.3570724155,,78.9,2083.5,7916.5
20000,12.0,17852.777494176855,,100.9,4111.75,15888.25
40000,12.0,35829.832283181895,,122.75,8133.5,31866.5
60000,12.0,53792.88134993442,,144.3,12174.5,47825.5
80000,12.0,71790.0395826726,,162.52499999999998,16160.5,63839.5
100000,12.0,89792.32162462629,,178.5,20149.5,79850.5
2,13.0,1.7721283150297475,,0.125,0.5,1.5
3,13.0,2.6057775720568097,,0.22499999999999998,0.75,2.25
100,13.0,83.25469158418035,,5.2,26.0,74.0
200,13.0,171.8465740879423,,8.35,45.25,154.75
2000,13.0,1744.4713532172764,,55.7,445.0,1555.0
10000,13.0,8933.839392748998,,82.325,2038.5,7961.5
20000,13.0,17925.317072239235,,99.6,4055.5,15944.5
40000,13.0,35914.20429394895,,124.125,8062.0,31938.0
60000,13.0,53904.82543764502,,141.3,12048.75,47951.25
80000,13.0,71920.84604605641,,158.5,16023.75,63976.25
100000,13.0,89916.18313841992,,177.875,20024.5,79975.5
2,14.0,1.0980958395411782,,0.125,1.0,1.0
3,14.0,1.595987174514851,,0.22499999999999998,1.5,1.5
100,14.0,85.88433910886354,,5.2,22.5,77.5
200,14.0,171.0998396980927,,8.45,47.0,153.0
2000,14.0,1738.3242208087017,,49.625,444.75,1555.25
10000,14.0,8917.499653826639,,83.9,2049.0,7951.0
20000,14.0,17886.537834358554,,110.4,4073.25,15926.75
40000,14.0,35840.873960372395,,141.75,8097.5,31902.5
60000,14.0,53828.949751495835,,166.875,12108.25,47891.75
80000,14.0,71827.32169670114,,186.65,16085.5,63914.5
100000,14.0,89774.73282321812,,205.75,20137.0,79863.0
2,15.0,1.8913182703970082,,0.125,0.25,1.75
3,15.0,2.8921926021601467,,0.22499999999999998,0.25,2.75
100,15.0,87.38158041788299,,4.55,21.25,78.75
200,15.0,175.04943134370626,,8.25,42.0,158.0
2000,15.0,1754.7033684640853,,46.625,431.75,1568.25
