Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.81,1.0,0.010000000000000007,0.19,1.81
3,2.66,2.0,0.0599999999999999,0.34,2.66
100,87.87,65.0,1.6438000000000001,12.13,87.87
200,176.54,128.67,3.1236000000000015,23.46,176.54
2000,1779.71,1127.42,20.868899999999993,220.29,1779.71
10000,8942.12,4709.34,57.880599999999994,1057.88,8942.12
20000,17914.22,8484.08,86.4325,2085.78,17914.22
40000,35875.55,14845.99,126.53210000000001,4124.45,35875.55
60000,53852.59,20348.03,159.35550000000003,6147.41,53852.59
80000,71825.13,24834.14,184.69439999999997,8174.87,71825.13
100000,89791.55,29701.16,211.99360000000007,10208.45,89791.55
200000,179691.96,46684.35,304.2149,20308.04,179691.96
400000,359562.59,67512.96,412.86710000000005,40437.41,359562.59
600000,539509.33,79695.21,475.6566999999999,60490.67,539509.33
800000,719463.96,88172.82,519.9672000000002,80536.04,719463.96
1000000,899431.01,95597.71,558.0021000000002,100568.99,899431.01
