Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.8,1.0,0.08999999999999991,0.2,1.8
3,2.69,1.03,0.09269999999999991,0.31,2.69
100,85.26,48.26,4.343400000000002,14.74,85.26
200,170.11,91.46,8.231399999999999,29.89,170.11
2000,1736.26,511.67,46.050299999999986,263.74,1736.26
10000,8820.84,858.55,77.26950000000001,1179.16,8820.84
20000,17710.99,952.74,85.74660000000002,2289.01,17710.99
40000,35507.01,1018.77,91.6893,4492.99,35507.01
60000,53302.29,1053.68,94.83120000000001,6697.71,53302.29
80000,71102.9,1075.38,96.7842,8897.1,71102.9
100000,88903.31,1093.22,98.3898,11096.69,88903.31
200000,177906.86,1128.67,101.58030000000002,22093.14,177906.86
400000,355884.63,1158.57,104.27130000000001,44115.37,355884.63
600000,533890.09,1171.83,105.46470000000001,66109.91,533890.09
800000,711874.03,1178.68,106.08120000000002,88125.97,711874.03
1000000,889869.33,1185.72,106.71480000000007,110130.67,889869.33
