Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.76,1.0,0.0,0.24,1.76
3,2.66,2.0,0.0,0.34,2.66
100,89.04,66.58,0.0,10.96,89.04
200,177.71,133.26,0.0,22.29,177.71
2000,1779.98,1330.53,0.0,220.02,1779.98
10000,8901.95,6569.69,0.0,1098.05,8901.95
20000,17803.83,13203.07,0.0,2196.17,17803.83
40000,35601.28,26565.94,0.0,4398.72,35601.28
60000,53403.14,40075.97,0.0,6596.86,53403.14
80000,71206.82,53633.04,0.0,8793.18,71206.82
100000,89013.5,66630.48,0.0,10986.5,89013.5
200000,177998.81,131908.23,0.0,22001.19,177998.81
400000,356016.89,263098.17,0.0,43983.11,356016.89
600000,534034.22,395370.32,0.0,65965.78,534034.22
800000,712038.52,526876.44,0.0,87961.48,712038.52
1000000,890041.97,661621.25,0.0,109958.03,890041.97
