Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.67,1.0,0.0,0.33,1.67
3,2.47,2.0,0.0,0.53,2.47
100,84.82,66.75,0.0,15.18,84.82
200,169.19,134.08,0.0,30.81,169.19
2000,1702.25,1344.58,0.0,297.75,1702.25
10000,8496.98,6678.01,0.0,1503.02,8496.98
20000,17001.86,13419.96,0.0,2998.14,17001.86
40000,33998.21,26451.18,0.0,6001.79,33998.21
60000,50994.13,40110.17,0.0,9005.87,50994.13
80000,67991.25,53467.4,0.0,12008.75,67991.25
100000,84995.47,66413.89,0.0,15004.53,84995.47
200000,169994.03,132514.39,0.0,30005.97,169994.03
400000,340006.13,263228.89,0.0,59993.87,340006.13
600000,510026.8,396212.18,0.0,89973.2,510026.8
800000,680023.14,526757.16,0.0,119976.86,680023.14
1000000,850016.99,663354.85,0.0,149983.01,850016.99
