Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.73,1.0,0.08999999999999991,0.27,1.73
3,2.53,2.0,0.08999999999999991,0.47,2.53
100,85.43,65.15,2.7351,14.57,85.43
200,172.23,128.99,5.154300000000001,27.77,172.23
2000,1744.85,1178.15,31.35510000000001,255.15,1744.85
10000,8820.99,5330.19,73.07459999999998,1179.01,8820.99
20000,17695.31,10402.22,93.85830000000004,2304.69,17695.31
40000,35472.55,20514.76,115.48440000000001,4527.45,35472.55
60000,53260.18,30440.9,128.03580000000008,6739.82,53260.18
80000,71054.84,40279.53,136.9476,8945.16,71054.84
