Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.72,1.0,0.08999999999999991,0.28,1.72
3,2.61,1.06,0.0953999999999999,0.39,2.61
100,85.12,45.45,4.0905,14.88,85.12
200,170.87,85.64,7.707600000000003,29.13,170.87
2000,1738.2,471.65,42.4485,261.8,1738.2
10000,8813.14,992.24,89.3016,1186.86,8813.14
20000,17689.46,1232.54,110.92859999999999,2310.54,17689.46
40000,35468.65,1462.94,131.66459999999998,4531.35,35468.65
60000,53256.58,1602.11,144.18990000000002,6743.42,53256.58
80000,71047.71,1696.96,152.7264,8952.29,71047.71
