Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.73,1.0,0.08999999999999991,0.27,1.73
3,2.62,1.1,0.0999999999999999,0.38,2.62
100,85.23,38.29,3.6348999999999956,14.77,85.23
200,170.88,75.79,7.199400000000006,29.12,170.88
2000,1718.4,750.79,71.32239999999997,281.6,1718.4
10000,8591.87,3750.79,356.3244,1408.13,8591.87
20000,17182.8,7500.79,712.5744,2817.2,17182.8
40000,34366.12,15000.79,1425.0724,5633.88,34366.12
60000,51548.96,22500.79,2137.5744,8451.04,51548.96
80000,68737.78,30000.79,2850.0744,11262.22,68737.78
200000,171885.12,75000.79,7125.0723999999955,28114.88,171885.12
400000,343761.84,150000.79,14250.074400000001,56238.16,343761.84
600000,515645.38,225000.79,21375.074399999998,84354.62,515645.38
800000,687510.01,300000.79,28500.074399999976,112489.99,687510.01
1000000,859395.75,375000.79,35625.07439999997,140604.25,859395.75
