Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.7,1.0,0.0999999999999998,0.3,1.7
3,2.53,2.0,0.1500000000000002,0.47,2.53
100,85.13,58.87,4.264000000000001,14.87,85.13
200,171.25,109.14,7.789999999999997,28.75,171.25
2000,1757.74,632.9,41.95000000000002,242.26,1757.74
10000,8919.71,1276.13,80.54650000000002,1080.29,8919.71
20000,17907.16,1511.18,93.9545,2092.84,17907.16
40000,35895.37,1680.55,103.151,4104.63,35895.37
60000,53882.76,1783.24,109.32300000000004,6117.24,53882.76
80000,71878.14,1859.45,113.663,8121.86,71878.14
200000,179881.15,2049.7,124.37000000000008,20118.85,179881.15
400000,359874.13,2149.01,129.83300000000003,40125.87,359874.13
600000,539883.72,2180.87,131.67100000000002,60116.28,539883.72
800000,719862.71,2219.6,133.77349999999993,80137.29,719862.71
1000000,899873.39,2233.77,134.60649999999998,100126.61,899873.39
