Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.74,1.0,0.0999999999999998,0.26,1.74
3,2.64,2.0,0.0999999999999998,0.36,2.64
100,87.1,63.61,2.8082,12.9,87.1
200,174.45,123.59,4.990099999999999,25.55,174.45
2000,1776.46,1072.12,24.1019,223.54,1776.46
10000,8947.09,4578.44,54.475,1052.91,8947.09
20000,17925.57,8275.44,76.2392,2074.43,17925.57
40000,35885.97,15121.77,113.03910000000003,4114.03,35885.97
60000,53849.6,20652.91,143.13240000000002,6150.4,53849.6
80000,71823.24,25725.99,169.65250000000003,8176.76,71823.24
200000,179733.72,46013.88,274.2191,20266.28,179733.72
400000,359634.91,65290.71,372.1871,40365.09,359634.91
600000,539589.02,76635.21,429.5156999999999,60410.98,539589.02
800000,719526.59,85219.79,472.8761,80473.41,719526.59
1000000,899503.28,92008.25,507.3031,100496.72,899503.28
