Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.82,1.0,0.0,0.18,1.82
3,2.7,2.0,0.010000000000000007,0.3,2.7
100,89.36,67.42,0.3246999999999998,10.64,89.36
200,178.74,134.88,0.6429,21.26,178.74
2000,1794.67,1305.9,5.778800000000002,205.33,1794.67
10000,8977.6,6247.64,23.129700000000003,1022.4,8977.6
20000,17961.91,12040.06,39.98530000000001,2038.09,17961.91
40000,35932.61,23432.97,67.04890000000002,4067.39,35932.61
60000,53908.33,34922.21,85.0468,6091.67,53908.33
80000,71894.27,46132.19,98.68449999999996,8105.73,71894.27
200000,179849.51,110298.9,157.4634,20150.49,179849.51
400000,359802.73,214196.56,202.19960000000003,40197.27,359802.73
600000,539788.54,310437.55,227.50259999999997,60211.46,539788.54
800000,719751.31,411744.77,245.84800000000007,80248.69,719751.31
1000000,899746.69,515427.07,261.8597,100253.31,899746.69
