Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,2.62,1.3333333333333333,0.10333333333333355,0.38,2.62
3,5.253333333333333,2.6666666666666665,0.2033333333333321,0.7466666666666667,5.253333333333333
100,4383.6466666666665,2516.6666666666665,172.5,666.3533333333334,4383.6466666666665
200,17434.796666666665,10033.333333333334,686.6666666666666,2665.2033333333334,17434.796666666665
2000,1732391.39,1000333.3333333334,68366.66666666667,268608.61,1732391.39
10000,44357384.06,13046474.413333334,635264.0386000007,5647615.94,44357384.06
20000,178584228.22666666,38149087.52333333,1394110.4375666662,21425771.773333333,178584228.22666666
40000,716902374.4433334,117005530.84333333,3055059.320633334,83117625.55666667,716902374.4433334
60000,1615101865.9733334,233203570.27333334,4902716.1844333345,184928134.02666667,1615101865.9733334
80000,2873144404.5666666,386740466.3333333,6937067.3313666675,326895595.43333334,2873144404.5666666
100000,4491050892.786667,577607532.8066666,9158069.330399998,508999107.2133333,4491050892.786667
