Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,2.565,1.5,0.14999999999999955,0.435,2.565
3,5.13,3.0,0.2999999999999991,0.87,5.13
100,4296.755,2525.0,252.5,753.245,4296.755
200,17099.48,10050.0,1005.0,3000.52,17099.48
2000,1700247.75,1000500.0,100050.0,300752.25,1700247.75
10000,44083313.05,9000500.0,900050.0,5921686.95,44083313.05
20000,178062883.54,19000500.0,1900050.0,21947116.46,178062883.54
40000,716080263.73,39000500.0,3900050.0,83939736.27,716080263.73
60000,1614243290.525,59000500.0,5900050.0,185786709.475,1614243290.525
80000,2872429657.52,79000500.0,7900050.0,327610342.48,2872429657.52
100000,4490728408.845,99000500.0,9900050.0,509321591.155,4490728408.845
