Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.67,1.0,0.049999999999999906,0.33,1.67
3,2.46,2.0,0.15000000000000024,0.54,2.46
100,84.9,66.0,4.949999999999992,15.1,84.9
200,169.84,133.0,9.950000000000019,30.16,169.84
2000,1780.34,308.28,20.4795,219.66,1780.34
10000,8961.1,708.47,40.489000000000004,1038.9,8961.1
20000,17937.61,1208.47,65.48899999999999,2062.39,17937.61
40000,35884.59,2208.47,115.48899999999999,4115.41,35884.59
60000,53837.6,3208.47,165.489,6162.4,53837.6
80000,71788.56,4208.47,215.489,8211.44,71788.56
100000,89738.58,5208.47,265.48900000000003,10261.42,89738.58
200000,179499.95,10208.47,515.489,20500.05,179499.95
400000,358992.34,20208.47,1015.4889999999999,41007.66,358992.34
600000,538490.72,30208.47,1515.489,61509.28,538490.72
800000,717992.25,40208.47,2015.489,82007.75,717992.25
1000000,897493.99,50208.47,2515.489,102506.01,897493.99
