Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.74,1.0,0.049999999999999906,0.26,1.74
3,2.57,1.0,0.049999999999999906,0.43,2.57
100,82.27,50.0,2.5,17.73,82.27
200,165.04,100.0,5.0,34.96,165.04
2000,1690.53,206.91,10.3455,309.47,1690.53
10000,8471.19,531.34,26.566999999999997,1528.81,8471.19
20000,16951.42,931.34,46.56700000000001,3048.58,16951.42
40000,33917.38,1731.34,86.56700000000001,6082.62,33917.38
60000,50870.21,2531.34,126.56700000000001,9129.79,50870.21
80000,67828.95,3331.34,166.56699999999998,12171.05,67828.95
100000,84799.46,4131.34,206.56699999999998,15200.54,84799.46
200000,169590.16,8131.34,406.56699999999995,30409.84,169590.16
400000,339201.31,16131.34,806.5670000000001,60798.69,339201.31
600000,508789.88,24131.34,1206.567,91210.12,508789.88
800000,678405.79,32131.34,1606.567,121594.21,678405.79
1000000,848008.79,40131.34,2006.567,151991.21,848008.79
