Timestep,Value_at_Risk
2,0.04
3,0.04
100,3.604000000000001
200,7.604
2000,79.604
10000,399.604
20000,799.604
40000,1599.604
60000,2399.604
80000,3199.604
200000,7999.604
400000,15999.604
600000,23999.604
800000,31999.604
1000000,39999.604
