Timestep,Value_at_Risk
2,0.1
3,0.1100000000000008
100,9.810000000000002
200,19.81
2000,199.81
10000,999.81
20000,1999.81
40000,3999.81
60000,5999.81
80000,7999.81
200000,19999.81
400000,39999.810000000005
600000,59999.810000000005
800000,79999.81
1000000,99999.81
