Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.72,0.14,0.0126,0.28,1.72
3,2.63,0.25,0.0225,0.37,2.63
100,87.4,18.65,1.6784999999999988,12.6,87.4
200,175.56,28.57,2.5713000000000004,24.44,175.56
2000,1768.81,124.89,11.240100000000007,231.19,1768.81
10000,8854.32,522.98,47.06819999999999,1145.68,8854.32
20000,17710.66,1025.6,92.30400000000003,2289.34,17710.66
40000,35421.91,2028.23,182.5407,4578.09,35421.91
60000,53133.17,3028.33,272.54970000000003,6866.83,53133.17
80000,70839.77,4025.74,362.31660000000005,9160.23,70839.77
100000,88551.43,5024.61,452.2149,11448.57,88551.43
200000,177118.47,10017.31,901.5579000000004,22881.53,177118.47
400000,354247.1,20037.07,1803.3363000000006,45752.9,354247.1
600000,531353.86,30038.2,2703.438,68646.14,531353.86
800000,708450.0,40044.68,3604.0212000000006,91550.0,708450.0
1000000,885528.09,50048.74,4504.3866,114471.91,885528.09
