Timestep,Value_at_Risk
2,0.0
3,0.0
100,0.18500000000000041
200,0.4230000000000011
2000,5.377000000000002
10000,7.8790000000000004
20000,9.963000000000001
40000,13.189
60000,16.772000000000002
80000,19.742000000000004
200000,37.445
400000,67.086
600000,97.43900000000001
800000,127.242
1000000,158.364
